SOURCE_FORMID	PATCH_FORMID	EDITORID	NAME	SEX	HAIR	HL
01035728	03035728	DranasLerano	Dranas Lerano	M	0TheTruth	0TheTruthHL
01035740	03035740	NewheimthePortly	Newheim the Portly	M	0TheTruth	0TheTruthHL
0103597A	0303597A	LeyawiinGuardEscortCountess	Countess' Bodyguard	M	0Victor	0VictorHL
0103597B	0303597B	LeyawiinGuardEscortCount	Count's Bodyguard	M	0RedRobin	0RedRobinHL
01035A16	03035A16	MondrarHenim	Mondrar Henim	M	0TheTruth	0TheTruthHL
01035A18	03035A18	Arterion	Arterion	M	0RedRobin	0RedRobinHL
01035C83	03035C83	CarmaloTruiand	Carmalo Truiand	M	0RedRobin	0RedRobinHL
01035DD6	03035DD6	Skrivva	S'Krivva	F	0Lamb	0LambHL
01035DFB	03035DFB	Dark09CeremonyGuard	Imperial Legion Centurion	M	0RedRobin	0RedRobinHL
01035DFD	03035DFD	Dark09CeremonyGuard2	Imperial Legion Centurion	M	0Theo	0TheoHL
01035EAC	03035EAC	Olav	Olav	M	0TheTruth	0TheTruthHL
01035EAD	03035EAD	Petrine	Petrine	F	0Lamb	0LambHL
01035EAE	03035EAE	RaynilDralas	Raynil Dralas	M	0TheTruth	0TheTruthHL
01035EB0	03035EB0	HafidHollowleg	Hafid Hollowleg	M	0RedRobin	0RedRobinHL
01035EB1	03035EB1	Logvaar	Logvaar	M	0TheTruth	0TheTruthHL
01035EB2	03035EB2	SnartheCook	Snar the Cook	M	0TheTruth	0TheTruthHL
01035EB3	03035EB3	Suurootan	Suurootan	M	0TheTruth	0TheTruthHL
01035EB4	03035EB4	Skjorta	Skjorta	F	0Lenore	0LenoreHL
01035EB5	03035EB5	Olfand	Olfand	M	0RedRobin	0RedRobinHL
01035EB6	03035EB6	Fjotreid	Fjotreid	M	0RedRobin	0RedRobinHL
01035EB7	03035EB7	IsaRaman	Isa Raman	F	0Leona	0LeonaHL
01035EB8	03035EB8	Cirroc	Cirroc	M	0Theo	0TheoHL
01035EB9	03035EB9	ArentusFalvius	Arentus Falvius	M	0TheTruth	0TheTruthHL
01035EBB	03035EBB	NarinaCarvain	Countess Narina Carvain	F	0Leona	0LeonaHL
01035EBC	03035EBC	YvaraChannitte	Yvara Channitte	F	0Lenore	0LenoreHL
01035EBE	03035EBE	Burd	Burd	M	0Victor	0VictorHL
01035EBF	03035EBF	GerichSenarel	Gerich Senarel	M	0Victor	0VictorHL
01035EC0	03035EC0	GanLuseph	Gan Luseph	M	0Theo	0TheoHL
01035EC1	03035EC1	RightWind	Right-Wind	M	0Theo	0TheoHL
01035EC2	03035EC2	BumphgraGash	Bumph gra-Gash	F	0Leona	0LeonaHL
01035EC3	03035EC3	Honmund	Honmund	M	0Theo	0TheoHL
01035EC4	03035EC4	Alga	Alga	F	0Leona	0LeonaHL
01035EC5	03035EC5	LyraRosentia	Lyra Rosentia	F	0Leona	0LeonaHL
01035EC6	03035EC6	BradonLirrian	Bradon Lirrian	M	0RedRobin	0RedRobinHL
01035EC7	03035EC7	ErlineLirrian	Erline Lirrian	F	0Lamb	0LambHL
01035EC8	03035EC8	IstirusBrolus	Istirus Brolus	M	0Theo	0TheoHL
01035EC9	03035EC9	JantusBrolus	Jantus Brolus	F	0Koala	0KoalaHL
01035ECA	03035ECA	OngartheWorldWeary	Ongar the World-Weary	M	0Theo	0TheoHL
01035ECB	03035ECB	Jearl	Jearl	F	0Koala	0KoalaHL
01035ECC	03035ECC	SaveriFaram	Saveri Faram	F	0Leona	0LeonaHL
01035ECD	03035ECD	ArnoraAuria	Arnora Auria	F	0Laurell	0LaurellHL
01035ECE	03035ECE	Regner	Regner	M	0TheTruth	0TheTruthHL
01035ECF	03035ECF	EdlaDarkHeart	Edla Dark-Heart	F	0Lamb	0LambHL
01035ED0	03035ED0	HelviusCecia	Helvius Cecia	M	0TheTruth	0TheTruthHL
01035F43	03035F43	Skaleel	Skaleel	F	0Koala	0KoalaHL
01035F52	03035F52	Denel	Denel	M	0Victor	0VictorHL
01035F8E	03035F8E	LeyawiinGuardJailorNight	Leyawiin Jailor	M	0TheTruth	0TheTruthHL
01035F8F	03035F8F	LeyawiinGuardJailorDay	Leyawiin Jailor	M	0RedRobin	0RedRobinHL
01035FD2	03035FD2	MarauderMissileFemale3A	Marauder Archer	F	0Lenore	0LenoreHL
01035FD3	03035FD3	MarauderMissileFemale4A	Marauder Archer	F	0Lenore	0LenoreHL
01035FD4	03035FD4	MarauderMissileMale3B	Marauder Archer	M	0Victor	0VictorHL
01035FD5	03035FD5	MarauderMissileMale2	Marauder Archer	M	0RedRobin	0RedRobinHL
01035FD6	03035FD6	MarauderMageMale3A	Marauder Battlemage	M	0TheTruth	0TheTruthHL
01035FD9	03035FD9	MarauderMageMale4A	Marauder Battlemage	M	0Victor	0VictorHL
01035FDC	03035FDC	MarauderMageFemale3B	Marauder Battlemage	F	0Lamb	0LambHL
01035FDD	03035FDD	MarauderMageFemale2	Marauder Battlemage	F	0Laurell	0LaurellHL
01035FDE	03035FDE	MarauderBossMale1	Marauder Warlord	M	0Theo	0TheoHL
01035FDF	03035FDF	MarauderBossMale2	Marauder Warlord	M	0Victor	0VictorHL
01035FE0	03035FE0	MarauderBossFemale1	Marauder Warlord	F	0Lenore	0LenoreHL
01035FE1	03035FE1	MarauderBossFemale2	Marauder Warlord	F	0Lamb	0LambHL
01036244	03036244	Jorundr	Jorundr	M	0TheTruth	0TheTruthHL
0103628D	0303628D	VelwynBenirus	Velwyn Benirus	M	0Victor	0VictorHL
010362A7	030362A7	BrumaGuardCityPostDay01	Bruma Guard	M	0TheTruth	0TheTruthHL
010362AD	030362AD	BrumaGuardCityPostDay02	Bruma Guard	M	0RedRobin	0RedRobinHL
010362B0	030362B0	BrumaGuardCityPostNight01	Bruma Guard	M	0RedRobin	0RedRobinHL
010362B1	030362B1	BrumaGuardCityPostNight02	Bruma Guard	M	0Theo	0TheoHL
010362B7	030362B7	BrumaGuardCityPatrolDay01	Bruma Guard	M	0Victor	0VictorHL
010362BD	030362BD	BrumaGuardCityPatrolDay02	Bruma Guard	M	0Victor	0VictorHL
010362C9	030362C9	BrumaGuardCityPatrolNight01	Bruma Guard	M	0Theo	0TheoHL
010362CA	030362CA	BrumaGuardCityPatrolNight02	Bruma Guard	M	0Victor	0VictorHL
010362E8	030362E8	BrumaGuardCastlePostDay01	Bruma Guard	M	0Theo	0TheoHL
010362E9	030362E9	BrumaGuardCastlePostDay02	Bruma Guard	M	0RedRobin	0RedRobinHL
010362EA	030362EA	BrumaGuardCastlePostNight01	Bruma Guard	M	0TheTruth	0TheTruthHL
010362EB	030362EB	BrumaGuardCastlePostNight02	Bruma Guard	M	0Theo	0TheoHL
010362EC	030362EC	BrumaGuardJailorNight	Bruma Jailor	M	0RedRobin	0RedRobinHL
010362ED	030362ED	BrumaGuardJailorDay	Bruma Jailor	M	0RedRobin	0RedRobinHL
010362EE	030362EE	BrumaGuardEscortCountess	Countess's Bodyguard	M	0TheTruth	0TheTruthHL
01036307	03036307	Enilroth	Enilroth	M	0TheTruth	0TheTruthHL
01036308	03036308	Arquen	Arquen	F	0Koala	0KoalaHL
01036309	03036309	BelisariusArius	Belisarius Arius	M	0Victor	0VictorHL
0103630A	0303630A	BanusAlor	Banus Alor	M	0Theo	0TheoHL
010364B7	030364B7	MQ09UndeadBlade03	Ghost of Valdemar	M	0RedRobin	0RedRobinHL
010364B8	030364B8	MQ09UndeadBlade02	Ghost of Casnar	M	0Theo	0TheoHL
010364B9	030364B9	MQ09UndeadBlade01	Ghost of Rielus	M	0RedRobin	0RedRobinHL
010366E9	030366E9	MG17Necromancer01a	Necromancer	M	0Victor	0VictorHL
01037572	03037572	Belisarius	Belisarius	M	0RedRobin	0RedRobinHL
01037573	03037573	Roliand	Roliand	M	0Victor	0VictorHL
01037574	03037574	Cyrus	Cyrus	M	0Victor	0VictorHL
01037575	03037575	Caroline	Caroline	F	0Laurell	0LaurellHL
01037576	03037576	Jena	Jena	F	0Lenore	0LenoreHL
01037847	03037847	DAMolagBalVoice		M	0Theo	0TheoHL
01037C33	03037C33	BugakgroBol	Bugak gro-Bol	M	0Theo	0TheoHL
01037CDD	03037CDD	YsabelAndronicus	Ysabel Andronicus	F	0Lenore	0LenoreHL
01037E8D	03037E8D	GiovanniCivello	Giovanni Civello	M	0TheTruth	0TheTruthHL
01037F73	03037F73	CariusRunellius	Carius Runellius	M	0TheTruth	0TheTruthHL
01037F74	03037F74	MS11BrumaInvestigatorGuard02	Bruma Investigator Guard	M	0RedRobin	0RedRobinHL
01037FF8	03037FF8	AgronakGroMalog	Agronak gro-Malog	M	0Theo	0TheoHL
0103832F	0303832F	testDremoraMaleA	Genghis	M	0RedRobin	0RedRobinHL
01038331	03038331	testDremoraMaleAClad	GenghisClad	M	0TheTruth	0TheTruthHL
010389B8	030389B8	Abhuki	Abhuki	F	0Lenore	0LenoreHL
010389BD	030389BD	Pranal	Pranal	M	0Theo	0TheoHL
01038A61	03038A61	MQ16ImperialSoldier01	Imperial Legion Soldier	M	0TheTruth	0TheTruthHL
01038A62	03038A62	MQ16ImperialArcher01	Imperial Legion Archer	M	0TheTruth	0TheTruthHL
01038EDD	03038EDD	LordLovidicus	Lord Lovidicus	M	0Victor	0VictorHL
0103A8E4	0303A8E4	TestKenManOrc	Ken's Tester Orc for Christiane	M	0RedRobin	0RedRobinHL
0103A8E5	0303A8E5	TestKenManKhajiit	Ken's Tester Khajiit for Christiane	M	0TheTruth	0TheTruthHL
0103A8E6	0303A8E6	TestKenManArgonian	Ken's Tester Argonian for Christiane	M	0TheTruth	0TheTruthHL
0103AA83	0303AA83	Tsarrina	Tsarrina	F	0Laurell	0LaurellHL
0103AA85	0303AA85	SignyHomeWrecker	Signy Home-Wrecker	F	0Laurell	0LaurellHL
0103AA89	0303AA89	FaustinaCartia	Faustina Cartia	F	0Leona	0LeonaHL
0103AA8B	0303AA8B	MS13FallenKnightA	Fallen Knight of the Thorn	M	0TheTruth	0TheTruthHL
0103AA8D	0303AA8D	MS13FallenKnightB	Fallen Knight of the Thorn	M	0Theo	0TheoHL
0103AA8F	0303AA8F	MS13FallenKnightC	Fallen Knight of the Thorn	M	0Theo	0TheoHL
0103AA91	0303AA91	MS13FallenKnightD	Fallen Knight of the Thorn	M	0Victor	0VictorHL
0103AB4E	0303AB4E	DavelaHlaren	Davela Hlaren	F	0Laurell	0LaurellHL
0103AB51	0303AB51	Foroch	Foroch	M	0RedRobin	0RedRobinHL
0103AB78	0303AB78	TestBoundBuff	Uses Bound	F	0Lenore	0LenoreHL
0103AB7A	0303AB7A	TestFortBuff	Uses Fortify	M	0Victor	0VictorHL
0103AB7C	0303AB7C	TestSummonBuff	Uses Summon	F	0Laurell	0LaurellHL
0103ABAD	0303ABAD	MQ13DremoraLeveledGate2	Dremora Captain	M	0Victor	0VictorHL
0103ABB4	0303ABB4	MQ13DremoraLeveledGate1	Dremora Captain	M	0Theo	0TheoHL
0103ABB5	0303ABB5	MQ13DremoraLeveledGate3	Dremora Captain	M	0Theo	0TheoHL
0103AF03	0303AF03	Gogan	Gogan	M	0RedRobin	0RedRobinHL
0103B302	0303B302	BCDeadGuy01	Blackwood Company Member	M	0Victor	0VictorHL
0103B3D3	0303B3D3	GoganGuard	Gogan	M	0Theo	0TheoHL
0103B3D4	0303B3D4	MaelonaGuard	Maelona	F	0Leona	0LeonaHL
0103B3DC	0303B3DC	MQ13DremoraLord	Dremora Lord	M	0RedRobin	0RedRobinHL
0103C15F	0303C15F	Alawen	Alawen	F	0Lamb	0LambHL
0103C165	0303C165	ToothintheSea	Tooth-in-the-Sea	M	0TheTruth	0TheTruthHL
0103C2C5	0303C2C5	MS10CheydinhalHouseGuard01	Cheydinhal Guard	M	0TheTruth	0TheTruthHL
0103C805	0303C805	MQ15Kathutet	Kathutet	M	0RedRobin	0RedRobinHL
0103C806	0303C806	MQ15Eldamil	Eldamil	M	0Victor	0VictorHL
0103C97A	0303C97A	HumilisNonius	Humilis Nonius	M	0TheTruth	0TheTruthHL
0103CD19	0303CD19	MQ15Amkaos	Amkaos	M	0TheTruth	0TheTruthHL
0103CD1A	0303CD1A	MQ15Ranyu	Ranyu	M	0RedRobin	0RedRobinHL
0103CD1B	0303CD1B	MQ15Orthe	Orthe	M	0TheTruth	0TheTruthHL
0103CD2B	0303CD2B	MG07MarauderBoss	Marauder Warlord	M	0Victor	0VictorHL
0103DB27	0303DB27	BanditMeleeMale4A	Bandit	M	0Theo	0TheoHL
0103DB2B	0303DB2B	BanditMeleeMale2	Bandit	M	0Theo	0TheoHL
0103DB2D	0303DB2D	BanditMeleeMale3B	Bandit	M	0Victor	0VictorHL
0103DB2F	0303DB2F	BanditMeleeMale3A	Bandit	M	0RedRobin	0RedRobinHL
0103DB31	0303DB31	BanditMeleeFemale4A	Bandit	F	0Lamb	0LambHL
0103DB33	0303DB33	BanditMeleeFemale2	Bandit	F	0Leona	0LeonaHL
0103DB34	0303DB34	BanditMeleeFemale3A	Bandit	F	0Lamb	0LambHL
0103DB35	0303DB35	BanditMeleeFemale3B	Bandit	F	0Lamb	0LambHL
0103DB99	0303DB99	TestVampireFoodNPC	Vamp Chow	M	0Victor	0VictorHL
0103DBAA	0303DBAA	SE32GenericFanatic01	Ghost Fanatic	M	0RedRobin	0RedRobinHL
0103DBBC	0303DBBC	SE32genericDefender01	Vitharn Ghost Soldier	M	0Victor	0VictorHL
0103DC23	0303DC23	BanditMissileMale3A	Bandit Bowman	M	0RedRobin	0RedRobinHL
0103DC24	0303DC24	BanditBossMale1TEMPLATE	Bandit Ringleader	M	0RedRobin	0RedRobinHL
0103DC25	0303DC25	BanditBossMale2	Bandit Ringleader	M	0Victor	0VictorHL
0103DC26	0303DC26	BanditBossMale3	Bandit Ringleader	M	0TheTruth	0TheTruthHL
0103DC27	0303DC27	BanditBossFemale1	Bandit Ringleader	F	0Lamb	0LambHL
0103DC28	0303DC28	BanditBossFemale2	Bandit Ringleader	F	0Lamb	0LambHL
0103DC29	0303DC29	BanditBossFemale3	Bandit Ringleader	F	0Leona	0LeonaHL
0103DC42	0303DC42	BanditMissileFemale4A	Bandit Bowman	F	0Lenore	0LenoreHL
0103DC43	0303DC43	BanditMissileFemale2	Bandit Bowman	F	0Lamb	0LambHL
0103DC44	0303DC44	BanditMissileFemale3B	Bandit Bowman	F	0Lamb	0LambHL
0103DC45	0303DC45	BanditMissileFemale3A	Bandit Bowman	F	0Koala	0KoalaHL
0103DC46	0303DC46	BanditMissileMale3B	Bandit Bowman	M	0Victor	0VictorHL
0103DC47	0303DC47	BanditMissileMale2	Bandit Bowman	M	0TheTruth	0TheTruthHL
0103DC48	0303DC48	BanditMissileMale4A	Bandit Bowman	M	0TheTruth	0TheTruthHL
0103DC55	0303DC55	BanditWizardMale3B	Bandit Hedge Wizard	M	0Theo	0TheoHL
0103DC56	0303DC56	BanditWizardMale2	Bandit Hedge Wizard	M	0Theo	0TheoHL
0103DC57	0303DC57	BanditWizardFemale3A	Bandit Hedge Wizard	F	0Laurell	0LaurellHL
0103DC58	0303DC58	BanditWizardFemale4A	Bandit Hedge Wizard	F	0Laurell	0LaurellHL
0103DC5D	0303DC5D	MarauderMeleeMale3B	Marauder	M	0Theo	0TheoHL
0103DC5E	0303DC5E	MarauderMeleeMale2	Marauder	M	0Theo	0TheoHL
0103DC5F	0303DC5F	MarauderMeleeMale4A	Marauder	M	0RedRobin	0RedRobinHL
0103DC60	0303DC60	MarauderMeleeMale3A	Marauder	M	0Theo	0TheoHL
0103DC61	0303DC61	MarauderMeleeFemale3B	Marauder	F	0Koala	0KoalaHL
0103DC62	0303DC62	MarauderMeleeFemale2	Marauder	F	0Lenore	0LenoreHL
0103DC63	0303DC63	MarauderMeleeFemale4A	Marauder	F	0Koala	0KoalaHL
0103DC64	0303DC64	MarauderMeleeFemale3A	Marauder	F	0Lenore	0LenoreHL
0103E0DE	0303E0DE	Ernest	Ernest	M	0Victor	0VictorHL
0103E0DF	0303E0DF	Clesa	Clesa	F	0Laurell	0LaurellHL
0103E17E	0303E17E	Nordinor	Nordinor	M	0Theo	0TheoHL
0103E183	0303E183	Elsynia	Elsynia	F	0Lenore	0LenoreHL
0103E188	0303E188	Karinnarre	Karinnarre	F	0Laurell	0LaurellHL
0103E190	0303E190	MagragroNaybek	Magra gro-Naybek	M	0TheTruth	0TheTruthHL
0103E193	0303E193	Eyja	Eyja	F	0Laurell	0LaurellHL
0103E29B	0303E29B	MQ15MythicDawnLowM01	Ascended Immortal	M	0TheTruth	0TheTruthHL
0103E915	0303E915	testDremoraMaleLordA	LordGenghis	M	0TheTruth	0TheTruthHL
0103E92B	0303E92B	Sinderion	Sinderion	M	0TheTruth	0TheTruthHL
0103E92D	0303E92D	GinWulm	Gin-Wulm	M	0Victor	0VictorHL
0103E92F	0303E92F	BralsaAndaren	Bralsa Andaren	F	0Koala	0KoalaHL
0103E931	0303E931	Melisande	Melisande	F	0Koala	0KoalaHL
0103E956	0303E956	RonaHassildor	Rona Hassildor	F	0Laurell	0LaurellHL
0103E9C6	0303E9C6	Dremora2KynvalMelee1	Dremora Kynval	M	0RedRobin	0RedRobinHL
0103E9C8	0303E9C8	Dremora4KynmarcherMelee1	Dremora Kynmarcher	M	0Victor	0VictorHL
0103E9CA	0303E9CA	Dremora6ValkynazMelee1	Dremora Valkynaz	M	0Theo	0TheoHL
0103EAAD	0303EAAD	MQ15MythicDawnPrisonerMale	Prisoner	M	0TheTruth	0TheTruthHL
0103EAAE	0303EAAE	MQ15MythicDawnPrisonerFemale	Prisoner	F	0Laurell	0LaurellHL
0103EE70	0303EE70	Dremora1CaitiffMelee1	Dremora Caitiff	M	0TheTruth	0TheTruthHL
0103EE71	0303EE71	Dremora1CaitiffMelee2	Dremora Caitiff	M	0Theo	0TheoHL
0103EE72	0303EE72	Dremora2KynvalMelee2	Dremora Kynval	M	0Victor	0VictorHL
0103EE75	0303EE75	Dremora4KynmarcherMelee2	Dremora Kynmarcher	M	0Theo	0TheoHL
0103EE79	0303EE79	Dremora5MarkynazMelee1	Dremora Markynaz	M	0Victor	0VictorHL
0103EE7A	0303EE7A	Dremora5MarkynazMelee2	Dremora Markynaz	M	0RedRobin	0RedRobinHL
0103EE7B	0303EE7B	Dremora6ValkynazMelee2	Dremora Valkynaz	M	0RedRobin	0RedRobinHL
0103EE7F	0303EE7F	Dremora3KynreeveMelee1	Dremora Kynreeve	M	0RedRobin	0RedRobinHL
0103EE80	0303EE80	Dremora3KynreeveMelee2	Dremora Kynreeve	M	0Victor	0VictorHL
0103F8AD	0303F8AD	TestToddMan15	Man 15	M	0Victor	0VictorHL
0103F8AE	0303F8AE	TestToddMan25	Man25	M	0Victor	0VictorHL
0103F8AF	0303F8AF	TestToddMan35	Man 35	M	0RedRobin	0RedRobinHL
0103F8B0	0303F8B0	TestToddMan45	Man 45	M	0RedRobin	0RedRobinHL
0103F8B1	0303F8B1	TestToddMan55	Man 55	M	0Victor	0VictorHL
0103F8B2	0303F8B2	TestToddMan65	Man 65	M	0TheTruth	0TheTruthHL
0103FB81	0303FB81	MG07MarauderMeleeMale1	Marauder	M	0TheTruth	0TheTruthHL
0103FB83	0303FB83	MG07MarauderMissileFemale1	Marauder Archer	F	0Laurell	0LaurellHL
0103FB84	0303FB84	MG07MarauderMageMale2	Marauder Battlemage	M	0TheTruth	0TheTruthHL
0103FB85	0303FB85	MG07MarauderMageFemale1	Marauder Battlemage	F	0Lenore	0LenoreHL
0103FB86	0303FB86	MG07MarauderMissileMale2	Marauder Archer	M	0RedRobin	0RedRobinHL
0103FBD9	0303FBD9	MQ15MythicDawnGuardDarkElf	Ascended Immortal	M	0Theo	0TheoHL
0103FD71	0303FD71	BWCGuard1	Blackwood Company Guard	M	0TheTruth	0TheTruthHL
0103FD72	0303FD72	BWCGuard2	Blackwood Company Guard	M	0RedRobin	0RedRobinHL
0104118F	0304118F	SEZealotBoss1HighElfFemale	Zealot Neophyte	F	0Lenore	0LenoreHL
01041190	03041190	SEZealotBoss2HighElfFemale	Zealot Missionary	F	0Lenore	0LenoreHL
01041191	03041191	SEZealotBoss3BretonFemale	Zealot Proselytizer	F	0Lenore	0LenoreHL
01041192	03041192	SEZealotBoss4HighElfFemale	Zealot Matriarch	F	0Lamb	0LambHL
01041193	03041193	SEZealotBoss5BretonFemale	Ascended Zealot	F	0Leona	0LeonaHL
01041194	03041194	SEZealot1HighElfMale	Zealot Neophyte	M	0Victor	0VictorHL
01041195	03041195	SEZealot2HighElfMale	Zealot Missionary	M	0RedRobin	0RedRobinHL
01041196	03041196	SEZealot3HighElfMale	Zealot Prosleytizer	M	0Victor	0VictorHL
01041197	03041197	SEZealot4HighElfMale	Zealot Patriarch	M	0Theo	0TheoHL
01041198	03041198	SEZealot5HighElfMale	Ascended Zealot	M	0RedRobin	0RedRobinHL
01041199	03041199	SEZealot1HighElfFemale	Zealot Neophyte	F	0Lamb	0LambHL
0104119A	0304119A	SEZealot2HighElfFemale	Zealot Missionary	F	0Leona	0LeonaHL
0104119B	0304119B	SEZealot3HighElfFemale	Zealot Prosleytizer	F	0Koala	0KoalaHL
0104119C	0304119C	SEZealot4HighElfFemale	Zealot Matriarch	F	0Lenore	0LenoreHL
0104119D	0304119D	SEZealot5HighElfFemale	Ascended Zealot	F	0Leona	0LeonaHL
010411F3	030411F3	SEThaedil	Thaedil	F	0Laurell	0LaurellHL
01041273	03041273	SEHeretic1BretonFemale	Heretic Novitiate	F	0Laurell	0LaurellHL
01041274	03041274	SEHeretic2BretonFemale	Heretic Soldier	F	0Lamb	0LambHL
01041275	03041275	SEHeretic3BretonFemale	Heretic Crusader	F	0Lamb	0LambHL
01041276	03041276	SEHeretic4HighElfMale	Heretic Warpriest	M	0Victor	0VictorHL
01041277	03041277	SEHeretic5BretonFemale	Transformed Heretic	F	0Laurell	0LaurellHL
01041278	03041278	SEHeretic1BretonMale	Heretic Novitiate	M	0TheTruth	0TheTruthHL
01041279	03041279	SEHeretic2BretonMale	Heretic Soldier	M	0Theo	0TheoHL
0104127A	0304127A	SEHeretic3BretonMale	Heretic Crusader Witch	M	0TheTruth	0TheTruthHL
0104127D	0304127D	SEHereticBoss1BretonMale	Heretic Novitiate	M	0TheTruth	0TheTruthHL
0104127E	0304127E	SEHereticBoss2BretonMale	Heretic Soldier	M	0Victor	0VictorHL
0104127F	0304127F	SEHereticBoss3BretonMale	Heretic Crusader	M	0Victor	0VictorHL
01041280	03041280	SEHereticBoss4BretonMale	Heretic Warpriest	M	0TheTruth	0TheTruthHL
01041281	03041281	SEHereticBoss5BretonMale	Transformed Heretic	M	0TheTruth	0TheTruthHL
0104136C	0304136C	SE08DarkSeducerDeadMale	Dark Seducer	M	0Theo	0TheoHL
0104136D	0304136D	SE08GoldenSaintDeadMale	Golden Saint	M	0TheTruth	0TheTruthHL
0104150F	0304150F	SEDarkSeducerFemaleBoss	Dark Seducer	F	0Lamb	0LambHL
01041510	03041510	SEGoldenSaintFemaleBoss	Golden Saint	F	0Koala	0KoalaHL
01041511	03041511	SEDarkSeducerFemaleMage	Dark Seducer Mage	F	0Koala	0KoalaHL
01041512	03041512	SEGoldenSaintFemaleMage	Golden Saint Mage	F	0Leona	0LeonaHL
01041712	03041712	SEGoldenSaintMaleMelee	Golden Saint	M	0RedRobin	0RedRobinHL
01041713	03041713	SEDarkSeducerMaleMelee	Dark Seducer	M	0Theo	0TheoHL
01041D90	03041D90	SEYngvar	Yngvar Doom-Sayer	M	0RedRobin	0RedRobinHL
01042FED	03042FED	SE05SeducerEscort	Dark Seducer	M	0Theo	0TheoHL
01043824	03043824	SE09Victim01	Victim	F	0Koala	0KoalaHL
01043825	03043825	SE09Victim02	Victim	M	0Theo	0TheoHL
01043F17	03043F17	SE06DarkSeducerMeleeAttackRoomA01	Dark Seducer	F	0Leona	0LeonaHL
01044044	03044044	SE09ExperimentCorpse01	Test Subject	F	0Leona	0LeonaHL
010440FB	030440FB	SE09ExperimentCorpse02	Test Subject	M	0Victor	0VictorHL
0104412A	0304412A	SE06DarkSeducerUlfriBodyguard02	Dark Seducer	F	0Lamb	0LambHL
01045418	03045418	TRAPVictimDarkSeducer	Dark Seducer	M	0Victor	0VictorHL
01045512	03045512	SE08KnightHoldPosition	Knight of Order	M	0Victor	0VictorHL
01045631	03045631	SE14Dancer1	Dancer	F	0Leona	0LeonaHL
0104566E	0304566E	SE09Victim03	Victim	M	0Victor	0VictorHL
01045762	03045762	SEDarkSeducerGuardPost	Dark Seducer Guard	F	0Laurell	0LaurellHL
010457D9	030457D9	SEGoldenSaintGuardPost	Golden Saint Guard	F	0Leona	0LeonaHL
0104593F	0304593F	SEGoldenSaintGuardWildernessOfficer	Golden Saint Aurgezel	F	0Lenore	0LenoreHL
01045946	03045946	SEGoldenSaintGuardWilderness1	Golden Saint Guard	F	0Lenore	0LenoreHL
010459A8	030459A8	SESummonGoldenSaintFemale	Golden Saint	F	0Lenore	0LenoreHL
010459A9	030459A9	SESummonDarkSeducerFemale	Dark Seducer	F	0Laurell	0LaurellHL
010459C0	030459C0	SEDarkSeducerGuardWildernessOfficer	Dark Seducer Kiskedrig	F	0Koala	0KoalaHL
010459C1	030459C1	SEDarkSeducerGuardWilderness1	Dark Seducer Guard	F	0Koala	0KoalaHL
01045F7E	03045F7E	DarkPrisonGuardTaunt	Imperial Prison Guard	M	0TheTruth	0TheTruthHL
01045F7F	03045F7F	DarkPrisonGuard03	Imperial Prison Guard	M	0RedRobin	0RedRobinHL
0104630B	0304630B	MQ10BrumaGuard02	Bruma Guard	M	0Theo	0TheoHL
01046315	03046315	MQ10BrumaGuard03	Bruma Guard	M	0RedRobin	0RedRobinHL
01046318	03046318	MQ10BrumaGuard04	Bruma Guard	M	0RedRobin	0RedRobinHL
01046319	03046319	MQ10BrumaGuard05	Bruma Guard	M	0Victor	0VictorHL
01046653	03046653	ArenaMouth	Arena Mouth	M	0TheTruth	0TheTruthHL
01046691	03046691	MQ15MythicDawnLowM02	Ascended Immortal	M	0RedRobin	0RedRobinHL
01046692	03046692	MQ15MythicDawnLowM04	Ascended Immortal	M	0Victor	0VictorHL
0104679E	0304679E	SEDarkSeducerGuardPatrolDay	Dark Seducer Guard	F	0Leona	0LeonaHL
0104679F	0304679F	SEGoldenSaintGuardPatrol3	Golden Saint Guard	F	0Leona	0LeonaHL
010467A0	030467A0	SEGoldenSaintGuardPatrolNight	Golden Saint Guard	F	0Leona	0LeonaHL
010467A3	030467A3	SEGoldenSaintGuardPatrolDay	Golden Saint Guard	F	0Lamb	0LambHL
010467CE	030467CE	SEDarkSeducerGuardPatrolNight	Dark Seducer Guard	F	0Leona	0LeonaHL
01046830	03046830	SE14GSFemaleMelee	Golden Saint	F	0Koala	0KoalaHL
01046836	03046836	SE14DSFemaleMelee	Dark Seducer	F	0Lamb	0LambHL
0104683B	0304683B	SE14VoiceofSheogorath	Voice	M	0TheTruth	0TheTruthHL
010471C2	030471C2	SE10Brellach04aTemplate	Knight of Order	M	0Theo	0TheoHL
01047389	03047389	Dremora1CaitiffMelee3	Dremora Caitiff	M	0RedRobin	0RedRobinHL
0104738A	0304738A	Dremora2KynvalMelee3	Dremora Kynval	M	0RedRobin	0RedRobinHL
0104738B	0304738B	Dremora3KynreeveMelee3	Dremora Kynreeve	M	0RedRobin	0RedRobinHL
0104738C	0304738C	Dremora4KynmarcherMelee3	Dremora Kynmarcher	M	0Victor	0VictorHL
0104738D	0304738D	Dremora5MarkynazMelee3	Dremora Markynaz	M	0Victor	0VictorHL
0104738E	0304738E	Dremora6ValkynazMelee3	Dremora Valkynaz	M	0TheTruth	0TheTruthHL
