plugin	formid	editorid	name	group	action	tier	target	coat	saddled	mount	note
Oblivion.esm	0435AB	SE09GatekeeperHelmMace	Gatekeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	0435A9	SE09GatekeeperHelmSword	Gatekeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	030FDF	TestCreaturesGateKeeperAxe	GateKeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	030FE2	TestCreaturesGateKeeperBare	GateKeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	030FBC	TestCreaturesGateKeeperFist	GateKeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	030FE0	TestCreaturesGateKeeperMace	GateKeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	030FE1	TestCreaturesGateKeeperSword	GateKeeper	gatekeeper	swap	near	GiantRace				
Oblivion.esm	033E70	CreatureGhost	Ghost	ghost	swap	near	WispShadeRace				
Oblivion.esm	05D2BC	CreatureGhostAncient	Ancient Ghost	ghost	swap	near	WispShadeRace				
Oblivion.esm	06AAA2	DarkGhostPerennia	Ghost of Perennia Draconis	ghost	swap	near	WispShadeRace				
Oblivion.esm	175F5F	DarkGhostRufioSummoned	Summoned Ghost of Rufio	ghost	swap	near	WispShadeRace				
Oblivion.esm	0855A2	MS02FirstGhost	Benirus Manor Ghost	ghost	swap	near	WispShadeRace				
Oblivion.esm	0855A3	MS02HouseGhost	Benirus Manor Ghost	ghost	swap	near	WispShadeRace				
Oblivion.esm	0C509E	NightChildGhost	Dark Broodling	ghost	swap	near	WispShadeRace				
Oblivion.esm	019FAD	SE05Ghost	Ghost	ghost	swap	near	WispShadeRace				
Oblivion.esm	0C6573	SummonAncestorGuardian	Ancestor Guardian	ghost	swap	near	WispShadeRace				
Oblivion.esm	0C8CA3	SummonGhost	Ghost	ghost	swap	near	WispShadeRace				
Oblivion.esm	00AA02	TG03LlathasaGhost	Llathasa's Spirit	ghost	swap	near	WispShadeRace				
Oblivion.esm	00AA03	TG03LlathasaGhostAncient	Llathasa's Spirit	ghost	swap	near	WispShadeRace				
Oblivion.esm	051DB3	TestCreatureGhost08	TestCreatureGhostHugh07Array	ghost	swap	near	WispShadeRace				
Oblivion.esm	07091A	UndercroftGhost	Sanctified Dead	ghost	swap	near	WispShadeRace				
Oblivion.esm	070913	UndercroftGhostAncient	Ancient Sanctified Dead	ghost	swap	near	WispShadeRace				
Oblivion.esm	05F1BC	SE03CreatureGnarlDementia1	Mania Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	072C85	SE03MiniGnarl	Mania Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	019D76	SE12Gnarl01	Germinal Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	019CC3	SE12Gnarl01Follower	Gnarl Cultivator	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	019D75	SE12Gnarl01Ordered	Germinal Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	019EE5	SE12Gnarl02	Germinal Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	019F09	SE12Gnarl02Follower	Germinal Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	019EE7	SE12Gnarl02Ordered	Germinal Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	019EE6	SE12Gnarl03	Germinal Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	019F0A	SE12Gnarl03Follower	Germinal Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	019EE8	SE12Gnarl03Ordered	Germinal Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	01A188	SE12Gnarl04	Germinal Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	01A18F	SE12Gnarl04Follower	Germinal Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	01A18C	SE12Gnarl04Ordered	Germinal Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	081992	SE12GnarlFollowerDementiaTemplate	Gnarl Cultivator	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	081993	SE12GnarlFollowerManiaTemplate	Gnarl Cultivator	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	04682E	SE14GnarlTemplate	Germinal Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	046925	SEBlackrootLairGnarlPrisoner01TEMPLATE	Gnarl Prisoner	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	04A0CD	SEBlackrootLairGnarlPrisoner02TEMPLATE	Gnarl Prisoner	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	04A0DB	SEBlackrootLairGnarlPrisoner03TEMPLATE	Gnarl Prisoner	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	04A1C4	SEBlackrootLairGnarlPrisoner04TEMPLATE	Gnarl Prisoner	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	04A1EE	SEBlackrootLairGnarlPrisoner05TEMPLATE	Gnarl Prisoner	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	04A1F2	SEBlackrootLairGnarlPrisoner06TEMPLATE	Gnarl Prisoner	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	04691E	SEBlackrootLairGnarlPrisoner1	Germinal Gnarl Prisoner	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	04691F	SEBlackrootLairGnarlPrisoner2	Gnarl Prisoner Sapling	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	046920	SEBlackrootLairGnarlPrisoner3	Gnarl Prisoner Rootbender	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	046921	SEBlackrootLairGnarlPrisoner4	Verdant Gnarl Prisoner	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	046922	SEBlackrootLairGnarlPrisoner5	Elder Gnarl Prisoner	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	07CF30	SEBlackrootLairGnarlPrisonerGENERICTEMPLATE	Gnarl Prisoner	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	01200C	SECreatureGnarlDementia1	Germinal Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	03BA9C	SECreatureGnarlDementia1Boss	Germinal Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	01200D	SECreatureGnarlDementia2	Gnarl Sapling	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	01200E	SECreatureGnarlDementia3	Gnarl Rootbender	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	01200F	SECreatureGnarlDementia4	Verdant Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	012010	SECreatureGnarlDementia5	Elder Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	03BA9D	SECreatureGnarlDementia5Boss	Elder Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	012002	SECreatureGnarlMania1	Germinal Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	03BA9E	SECreatureGnarlMania1Boss	Germinal Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	012003	SECreatureGnarlMania2	Gnarl Sapling	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	012004	SECreatureGnarlMania3	Gnarl Rootbender	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	012005	SECreatureGnarlMania4	Verdant Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	012006	SECreatureGnarlMania5	Elder Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	03BA9F	SECreatureGnarlMania5Boss	Elder Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	045659	SEMiriliGnarl2	Mirili's Gnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	01B60D	TestCreatureGnarlDementia	TestCreatureGnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	046ED4	TestCreatureGnarlDementiaLevel1	TestCreatureGnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	046ED2	TestCreaturesGnarlManiaLevel1	TestCreatureGnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	043FB3	TestCreaturesGnarlManiaSkeleton	TestCreatureGnarl	gnarl	swap	near	DLC2SprigganBurntRace				
Oblivion.esm	03B542	CGGoblinBerserkerPATROL01	Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	03B533	CGGoblinBerserkerWANDER	Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	03B51D	CGGoblinLogRunner01	Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0C9FFC	CGGoblinLogRunner02	Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	03B517	CGGoblinNOWANDER	Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	03B525	CGGoblinPATROL01	Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	03B52D	CGGoblinShamanNOWANDER	Goblin Witch	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	159859	CGGoblinThiefShaman	Goblin Shaman	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	03B512	CGGoblinTrapRun	Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	03B531	CGGoblinWANDER	Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	01FCB1	CreatureGoblin1	Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	084B29	CreatureGoblin1Archer	Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	01FCB2	CreatureGoblin2Skirmisher	Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	084B2A	CreatureGoblin2SkirmisherArcher	Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	01FCB3	CreatureGoblin3Berserker	Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	084B2B	CreatureGoblin3BerserkerArcher	Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	01FCB4	CreatureGoblin4Shaman	Goblin Shaman	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	00AB71	CreatureGoblin5Warlord	Goblin Warlord	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	00ABD1	CreatureGoblin5WarlordArcher	Goblin Warlord	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	018103	DeadGoblin	Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	02888E	FGC06Goblin	Savage Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0027D7	FGC06GoblinBoss	Savage Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0356F7	FGD08Goblin	Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	065093	GoblinCook	Goblin Chef	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0662F6	GoblinCookA	Bloody Hand Chef	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	00CB67	GoblinCookG	Sharp Tooth Chef	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	064BD3	GoblinRatFarmer	Goblin Rat Farmer	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0662F8	GoblinTribeFarmerA	Bloody Hand Rat Farmer	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	030514	GoblinTribeGuardA	Bloody Hand Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	030516	GoblinTribeGuardB	Rock Biter Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	02FEA4	GoblinTribeGuardC	Skull Breaker Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	031319	GoblinTribeGuardD	White Skin Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0AA633	GoblinTribeGuardE	Dust Eater Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0AA634	GoblinTribeGuardF	Three Feather Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0AA635	GoblinTribeGuardG	Sharp Tooth Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	02D6D3	GoblinTribeLeaderA	Bloody Hand Goblin War Chief	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	02D737	GoblinTribeLeaderB	Rock Biter Goblin War Chief	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	02FE7F	GoblinTribeLeaderC	Skull Breaker Goblin War Chief	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	031318	GoblinTribeLeaderD	White Skin Goblin War Chief	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0AA623	GoblinTribeLeaderE	Dust Eater Goblin War Chief	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0AA624	GoblinTribeLeaderF	Three Feather Goblin War Chief	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0AA625	GoblinTribeLeaderG	Sharp Tooth Goblin War Chief	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	02D686	GoblinTribePatrolA	Bloody Hand Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	02D738	GoblinTribePatrolB	Rock Biter Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	02FEA3	GoblinTribePatrolC	Skull Breaker Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	03131B	GoblinTribePatrolD	White Skin Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0AA637	GoblinTribePatrolE	Dust Eater Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0AA643	GoblinTribePatrolF	Three Feather Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0AA644	GoblinTribePatrolG	Sharp Tooth Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	031534	GoblinTribeShamanA	Bloody Hand Goblin Shaman	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	031531	GoblinTribeShamanB	Rock Biter Goblin Shaman	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	031532	GoblinTribeShamanC	Skull Breaker Goblin Shaman	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0AA290	GoblinTribeShamanE	Dust Eater Goblin Shaman	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0AA621	GoblinTribeShamanF	Three Feathers Goblin Shaman	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0AA622	GoblinTribeShamanG	Sharp Tooth Goblin Shaman	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	007714	GoblinTribeSoldierA	Bloody Hand Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	02D6D4	GoblinTribeSoldierB	Rock Biter Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	02FE93	GoblinTribeSoldierC	Skull Breaker Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	03131A	GoblinTribeSoldierD	White Skin Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0AA645	GoblinTribeSoldierE	Dust Eater Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0AA646	GoblinTribeSoldierF	Three Feather Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0AA647	GoblinTribeSoldierG	Sharp Tooth Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	03D795	ICArenaGoblin	Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	03D796	ICArenaGoblinBerserker	Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	03D797	ICArenaGoblinShaman	Goblin Shaman	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	03D798	ICArenaGoblinSkirmisher	Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0C57E6	MQ12Goblin1	Bitterfish Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0C57E5	MQ12Goblin1Archer	Bitterfish Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0C57E4	MQ12Goblin2Skirmisher	Bitterfish Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0C57E3	MQ12Goblin2SkirmisherArcher	Bitterfish Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0C57E2	MQ12Goblin3Berserker	Bitterfish Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0C57E1	MQ12Goblin3BerserkerArcher	Bitterfish Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0C57E0	MQ12Goblin4Shaman	Bitterfish Goblin Shaman	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0C57E7	MQ12GoblinAttackTEMPLATE	Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0C57E8	MQ12GoblinLazyTEMPLATE	Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	068BF5	MS18CreatureGoblin1	Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	068BF6	MS18CreatureGoblin2Skirmisher	Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	068BF7	MS18CreatureGoblin3Berserker	Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	068BF9	MS18CreatureGoblin4Ambusher	Goblin Ambusher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0343C1	MS46GoblinSoldierA	Bloody Hand Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	181C6C	SQ03CreatureGoblin2Skirmisher	Goblin Netherboss	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	181C6D	SQ03CreatureGoblin3Berserker	Goblin Netherboss	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	181C6E	SQ03CreatureGoblin4Shaman	Goblin Netherboss	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	02A81C	TestCreatureGoblin1handed	Goblin 1 handed	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	000AD8	TestCreatureGoblinBerserker	Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	014A43	TestCreatureGoblinBerserker01	Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	014A44	TestCreatureGoblinBerserker02	Goblin Berserker	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	032EF2	TestCreatureGoblinShaman	Goblin Shaman	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0371BD	TestCreatureGoblinShamanWithStaff	Goblin Shaman	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	000AD9	TestCreatureGoblinSkirmisher	Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	014A42	TestCreatureGoblinSkirmisher01	Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	028BD9	TestCreatureGoblinSkirmisherhorned	Goblin Skirmisher	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	000B81	TestCreatureGoblinhandtohand	Goblin (hand to hand)	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	0474FD	TestTrapGoblin01	Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	027FF5	XXXCreatureGoblin	Goblin	goblin	swap	near	DLC2RieklingRace				
Oblivion.esm	078C6F	SE03Grummite01TEMP	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	07906A	SE03Grummite02DancerTEMP	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	079121	SE03Grummite03DancerTEMP	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	0696BA	SE03GrummiteShamanDementia1	Grummite Shaman Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	0696B4	SE03GrummiteShamanDementia2	Grummite Shaman Beater	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	0696B1	SE03GrummiteShamanDementia3	Grummite Shaman Torturer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	0696A8	SE03GrummiteShamanDementia4	Grummite Shaman Painbringer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	0696A5	SE03GrummiteShamanDementia5	Grummite Shaman Deathdealer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	079069	SE03GrummiteShamanResonatorTEMP	Grummite Shaman Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	0696CF	SE03GrummiteShamanTEMP	Grummite Shaman Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	05F33A	SEAichanGrummitePraiser01	Envious Grummite	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	05F378	SEAichanGrummitePraiser02	Envious Grummite	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	077B48	SEBlackrootLairGrummite1TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	0469B8	SEBlackrootLairPatrol01TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	0469BE	SEBlackrootLairPatrol02TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	04A0B4	SEBlackrootLairPatrol03TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	04A3CC	SEBlackrootLairPatrol04TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	04A3FA	SEBlackrootLairPatrol05TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	04A401	SEBlackrootLairPatrol06TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	04A402	SEBlackrootLairPatrol07TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	04A908	SEBlackrootLairPatrol08TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	04A90A	SEBlackrootLairPatrol09TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	04A90B	SEBlackrootLairPatrol10TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	04A9A2	SEBlackrootLairPatrol11TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	04AA0F	SEBlackrootLairPatrol12TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	04AA9F	SEBlackrootLairPatrol13TEMPLATE	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	05A9E6	SECorpserotGrummite01TEMP	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08DB12	SECorpserotGrummite02TEMP	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	05A9D4	SECorpserotGrummiteArenaGuard01TEMP	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	05A9F3	SECorpserotGrummiteBossTEMP	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	05A9F5	SECorpserotGrummiteDancer01	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	05A9D9	SECorpserotNaturalArenaFoe01TEMP		grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FBD	SECreatureGrummiteArcherDementia1	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08F027	SECreatureGrummiteArcherDementia1Level1	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FBE	SECreatureGrummiteArcherDementia2	Grummite Beater	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FBF	SECreatureGrummiteArcherDementia3	Grummite Torturer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FC0	SECreatureGrummiteArcherDementia4	Grummite Painbringer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FAD	SECreatureGrummiteArcherDementia5	Grummite Deathdealer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FAE	SECreatureGrummiteArcherMania1	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08F029	SECreatureGrummiteArcherMania1Level1	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FAF	SECreatureGrummiteArcherMania2	Grummite Beater	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FB0	SECreatureGrummiteArcherMania3	Grummite Torturer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FB1	SECreatureGrummiteArcherMania4	Grummite Painbringer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FB2	SECreatureGrummiteArcherMania5	Grummite Deathdealer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055046	SECreatureGrummiteDeadMania	Dead Grummite	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	011B74	SECreatureGrummiteDementia1	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	03BA92	SECreatureGrummiteDementia1Boss	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08F02A	SECreatureGrummiteDementia1Level1	Grummite Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	011B75	SECreatureGrummiteDementia2	Grummite Beater	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	011B76	SECreatureGrummiteDementia3	Grummite Torturer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	011B77	SECreatureGrummiteDementia4	Grummite Painbringer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	011B78	SECreatureGrummiteDementia5	Grummite Deathdealer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	03BA93	SECreatureGrummiteDementia5Boss	Grummite Deathdealer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FB3	SECreatureGrummiteMagusDementia1	Grummite Magus Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08F02D	SECreatureGrummiteMagusDementia1Level1	Grummite Magus Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FB4	SECreatureGrummiteMagusDementia2	Grummite Magus Beater	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FB5	SECreatureGrummiteMagusDementia3	Grummite Magus Torturer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FB6	SECreatureGrummiteMagusDementia4	Grummite Magus Painbringer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FB7	SECreatureGrummiteMagusDementia5	Grummite Magus Deathdealer	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FB8	SECreatureGrummiteMagusMania1	Grummite Magus Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	08F02E	SECreatureGrummiteMagusMania1Level1	Grummite Magus Whelp	grummite	swap	near	DLC2RieklingRace				
Oblivion.esm	055FB9	SECreatureGrummiteMagusMania2	Grummite Magus Beater	grummite	swap	near	DLC2RieklingRace				
