SOURCE_FORMID	PATCH_FORMID	EDITORID	NAME	RACE	SEX	TINI	TINC	TINV	QNAM_WAS	QNAM_NOW	MAX_DELTA_255
010908B0	030908B0	BanditBlackBowFemale3	Black Bow Bandit	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
010908AF	030908AF	BanditBlackBowFemale2	Black Bow Bandit	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
010908AC	030908AC	BanditBlackBowFemale1	Black Bow Bandit	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
0108677B	0308677B	MG17Necromancer01b	Necromancer	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01086772	03086772	MG17Necromancer02	Necromancer	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01086755	03086755	Dark19Murderer3	Dark Brotherhood Murderer	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
01086754	03086754	Dark19Murderer2	Dark Brotherhood Murderer	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01086753	03086753	Dark19Murderer1	Dark Brotherhood Murderer	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01085E4B	03085E4B	TestStair	I walk up and down stairs	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01085969	03085969	MazogatheOrc	Mazoga the Orc	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
0108595D	0308595D	Alonzo	Alonzo	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
0108595B	0308595B	RoxyAric	Roxy Aric	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0108595A	0308595A	BlackBrugo	Black Brugo	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
01085931	03085931	Dark17Victim2	Unknown Victim	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0108592F	0308592F	Dark17Victim1	Unknown Victim	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0108587F	0308587F	JeanneFrasoricDead	Jeanne Frasoric	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0108521D	0308521D	MensaSelas	Mensa Selas	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
0108521C	0308521C	Ayisha	Ayisha	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
0108521B	0308521B	JBaasha	J'Baasha	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0108521A	0308521A	MogensWindShifter	Mogens Wind-Shifter	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
010837F4	030837F4	ICArenaPostNight03	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010837F3	030837F3	ICArenaPostDay03	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010837F2	030837F2	ICArenaPatrolNight01	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010837F1	030837F1	ICArenaPostDay02	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010837D0	030837D0	Fafnir	Fafnir	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
010837CF	030837CF	Dark09Gwendolyn	Gwendolyn	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
01054702	03054702	ICArboretumPatrolNight02	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010546FD	030546FD	ICArboretumPatrolNight01	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010546FA	030546FA	ICArboretumPatrolDay02	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010546F2	030546F2	ICArboretumPatrolDay01	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0105466B	0305466B	MS94ImperialSoldier	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010545D9	030545D9	Tilmo	Tilmo	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01053FEE	03053FEE	MS94ImperialCaptain	Imperial Legion Captain	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01053FEA	03053FEA	MS94Dremora	Dremora Kynval	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01053FE8	03053FE8	MS94ImperialArcher	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010538DA	030538DA	TestToddDremoraHelm	Dremora Test	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0105383F	0305383F	ArnoraCorpse	Arnora	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0105378D	0305378D	TyrelliusLogellusOffDuty	Tyrellius Logellus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01053788	03053788	TyrelliusLogellus	Tyrellius Logellus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010514C6	030514C6	Smirra	S'mirra	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
010514C5	030514C5	DeetumJa	Deetum-Ja	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
010514C4	030514C4	Aengvir	Aengvir	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
0104F77E	0304F77E	JanuariusAurunceia	Januarius Aurunceia	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0104F77D	0304F77D	JanoniaAurunceia	Janonia Aurunceia	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0104F705	0304F705	TestGoblinJim	Goblin Jim	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0104EF69	0304EF69	CheydinhalGuardCityPostDay03	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0104EF6F	0304EF6F	CheydinhalGuardCityPostNight03	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0104EFF9	0304EFF9	CheydinhalGuardCityPostDay04	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0104EFFA	0304EFFA	CheydinhalGuardCityPostNight04	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0104EFFD	0304EFFD	BravilGuardCastlePostDay03	Bravil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0104EFFE	0304EFFE	BravilGuardCastlePostNight03	Bravil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0104EFFC	0304EFFC	AnvilGuardCityPostNight03	Anvil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0104EFFB	0304EFFB	AnvilGuardCityPostDay03	Anvil Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010479F7	030479F7	Atahba	Atahba	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
010479F5	030479F5	CatFace	Cat-Face	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
01033C74	03033C74	RosentiaGallenus	Rosentia Gallenus	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01033B8D	03033B8D	MG16NecromancerMale3	Mage	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01033B8B	03033B8B	MG16NecromancerFemale3	Mage	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01032BFF	03032BFF	VampirePatriarchCrusaderFemale	Vampire Matriarch	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
01032BFE	03032BFE	VampirePatriarchCrusaderMale	Vampire Patriarch	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
01032BFD	03032BFD	VampirePatriarchAssassinMale	Vampire Patriarch	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01032BFC	03032BFC	VampirePatriarchAssassinFemale	Vampire Matriarch	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
01032BF9	03032BF9	VampirePatriarchSorcererFemale	Vampire Matriarch	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01032BF8	03032BF8	VampirePatriarchSorcererMale	Vampire Patriarch	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01032943	03032943	MG16NecromancerMale2	Mage	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01032942	03032942	MG16NecromancerFemale1TEMPLATE	Mage	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01032941	03032941	MG16NecromancerFemale2	Mage	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01032940	03032940	MG16NecromancerMale1	Mage	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
010327BF	030327BF	JolieRetiene	Jolie Retiene	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
010327BB	030327BB	MarieAlouette	Marie Alouette	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
010327BA	030327BA	EduardRetiene	Eduard Retiene	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01032654	03032654	VampireNightblade2	Vampire Nightblade	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
01032653	03032653	VampireSpellsword2	Vampire Spellsword	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01032652	03032652	VampireWitchhunter2	Vampire Witchhunter	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01032651	03032651	VampireBattlemage2	Vampire Battlemage	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01032650	03032650	VampireHealer2	Vampire Sorcerer	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0103264F	0303264F	VampireSorcerer2	Vampire Sorcerer	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0103264E	0303264E	VampireMage2	Vampire Mage	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0103264D	0303264D	VampireBard2	Vampire Bard	NordRace	F	24	230,155,134	80	209,149,132	209,149,132	0
0103264C	0303264C	VampirePilgrim2	Vampire Pilgrim	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
0103264B	0303264B	VampireMonk2	Vampire Monk	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0103264A	0303264A	VampireAcrobat2	Vampire Acrobat	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
01032649	03032649	VampireAssassin2	Vampire Assassin	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
01032648	03032648	VampireAgent2	Vampire Agent	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
01032647	03032647	VampireThief2	Vampire Thief	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
01032646	03032646	VampireRogue2	Vampire Rogue	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
01032645	03032645	VampireArcher2	Vampire Archer	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
01032644	03032644	VampireScout2	Vampire Scout	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
01032643	03032643	VampireKnight2	Vampire Knight	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01032642	03032642	VampireCrusader2	Vampire Crusader	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
01032641	03032641	VampireBarbarian2	Vampire Barbarian	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01032640	03032640	VampireWarrior2	Vampire Warrior	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0104F126	0304F126	TestToddManHammer	Alban Corinis	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0104F125	0304F125	TestToddManNoShield	Alban Corinis	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0104E887	0304E887	MivrynaArano	Mivryna Arano	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
0104DE82	0304DE82	Dark06Lorkmir	Lorkmir	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0104D83C	0304D83C	Nardhil	Nardhil	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
0104BFB2	0304BFB2	MQ16ImperialSoldierDagonAttack	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0104BFB1	0304BFB1	MQ16ImperialArcherDagonAttack	Imperial Legion Archer	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0104B948	0304B948	NecromancerBossMaleBreton	Necromancer Adept	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0104B947	0304B947	NecromancerBossMaleHighElf	Necromancer Adept	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0104B946	0304B946	NecromancerBossFemaleBreton	Necromancer Adept	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0104B945	0304B945	NecromancerBossFemaleHighElf	Necromancer Adept	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0104B943	0304B943	ConjurerBossMaleBreton	Conjurer Adept	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0104B942	0304B942	ConjurerBossMaleHighElf	Conjurer Adept	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0104B941	0304B941	ConjurerBossFemaleHighElf	Conjurer Adept	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0104B940	0304B940	ConjurerBossFemaleBreton	Conjurer Adept	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0104B93C	0304B93C	NecromancerFemaleHighElf3	Necromancer	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0104B93B	0304B93B	NecromancerFemaleHighElf4	Necromancer	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0104B93A	0304B93A	NecromancerFemaleBreton2	Necromancer	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0104B939	0304B939	NecromancerFemaleBreton4	Necromancer	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0104B938	0304B938	NecromancerMaleHighElf3	Necromancer	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0104B937	0304B937	NecromancerMaleHighElf2	Necromancer	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0104B936	0304B936	NecromancerMaleBreton4	Necromancer	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0104B92E	0304B92E	ConjurerFemaleHighElf3	Conjurer	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0104B92D	0304B92D	ConjurerFemaleHighElf4	Conjurer	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0104B92C	0304B92C	ConjurerFemaleHighElf2	Conjurer	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0104B92B	0304B92B	ConjurerFemaleBreton3	Conjurer	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0104B92A	0304B92A	ConjurerMaleHighElf3	Conjurer	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0104B929	0304B929	ConjurerMaleBreton2	Conjurer	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0104B928	0304B928	ConjurerMaleBreton3	Conjurer	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0104B909	0304B909	ConjurerMaleHighElf4	Conjurer	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0104B76F	0304B76F	TG06PaleLadyVampire	Pale Lady	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
0104A938	0304A938	MQ16ImperialWatch	Imperial Watch	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0104A2C2	0304A2C2	MQ16DremoraCouncilChamberAttack	Dremora Kynval	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0104A2BF	0304A2BF	ICPalaceGuardGreenWay01	Palace Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01049882	03049882	DarkPirate6	Pirate	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
01049880	03049880	DarkPirate5	Pirate	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
01049821	03049821	TestTakeCoverCaster2	TestTakeCoverCaster2	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
01049820	03049820	TestTakeCoverCaster1	TestTakeCoverCaster1	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0104981F	0304981F	TestTakeCoverFighter2	TestTakeCoverFighter2	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0104981E	0304981E	TestTakeCoverFighter1	TestTakeCoverFighter1	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010493AE	030493AE	DarkPirate4	Pirate	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
01049197	03049197	MG13Vampire04Warrior	Bloodcrust Vampire	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
01048968	03048968	DarkDoorSpeakNPC	Sanctuary Door Voice	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
01048962	03048962	DarkFirstMate	First Mate Malvulis	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
0104894F	0304894F	MQ16DremoraKynval	Dremora Kynval	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0104892F	0304892F	MQ16ImperialCaptain01	Imperial Legion Captain	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0104892E	0304892E	MQ16DeadPalaceGuard	Palace Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010488F3	030488F3	AntoineBranck	Antoine Branck	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0104872B	0304872B	MG13Vampire02Spellsword	Bloodcrust Vampire	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
0104872A	0304872A	MG13Vampire01Warrior	Bloodcrust Vampire	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010477ED	030477ED	HillodTheOutlaw	Hillod the Outlaw	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
010477EC	030477EC	DranasLlethro	Dranas Llethro	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
010477E5	030477E5	IsleifTheOpenHanded	Isleif the Open Handed	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
010477DD	030477DD	KastavKvinchal	Kastav Kvinchal	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010477DC	030477DC	VlanarusKvinchal	Vlanarus Kvinchal	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
010477DB	030477DB	BronsilaKvinchal	Bronsila Kvinchal	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
010477D4	030477D4	Jair	Jair	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
01047720	03047720	ViniciaMelissaeia	Vinicia Melissaeia	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0104738E	0304738E	Dremora6ValkynazMelee3	Dremora Valkynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0104738D	0304738D	Dremora5MarkynazMelee3	Dremora Markynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0104738C	0304738C	Dremora4KynmarcherMelee3	Dremora Kynmarcher	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0104738B	0304738B	Dremora3KynreeveMelee3	Dremora Kynreeve	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0104738A	0304738A	Dremora2KynvalMelee3	Dremora Kynval	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01047389	03047389	Dremora1CaitiffMelee3	Dremora Caitiff	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
01046692	03046692	MQ15MythicDawnLowM04	Ascended Immortal	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01046691	03046691	MQ15MythicDawnLowM02	Ascended Immortal	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
01046653	03046653	ArenaMouth	Arena Mouth	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0103FBD9	0303FBD9	MQ15MythicDawnGuardDarkElf	Ascended Immortal	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
0103FB86	0303FB86	MG07MarauderMissileMale2	Marauder Archer	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0103FB85	0303FB85	MG07MarauderMageFemale1	Marauder Battlemage	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
0103FB84	0303FB84	MG07MarauderMageMale2	Marauder Battlemage	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0103FB83	0303FB83	MG07MarauderMissileFemale1	Marauder Archer	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
0103FB81	0303FB81	MG07MarauderMeleeMale1	Marauder	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0103F8B2	0303F8B2	TestToddMan65	Man 65	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0103F8B1	0303F8B1	TestToddMan55	Man 55	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0103F8B0	0303F8B0	TestToddMan45	Man 45	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0103F8AF	0303F8AF	TestToddMan35	Man 35	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0103F8AE	0303F8AE	TestToddMan25	Man25	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0103F8AD	0303F8AD	TestToddMan15	Man 15	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0103EE80	0303EE80	Dremora3KynreeveMelee2	Dremora Kynreeve	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103EE7F	0303EE7F	Dremora3KynreeveMelee1	Dremora Kynreeve	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103EE7B	0303EE7B	Dremora6ValkynazMelee2	Dremora Valkynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103EE7A	0303EE7A	Dremora5MarkynazMelee2	Dremora Markynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103EE79	0303EE79	Dremora5MarkynazMelee1	Dremora Markynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103EE75	0303EE75	Dremora4KynmarcherMelee2	Dremora Kynmarcher	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103EE72	0303EE72	Dremora2KynvalMelee2	Dremora Kynval	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103EE71	0303EE71	Dremora1CaitiffMelee2	Dremora Caitiff	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103EE70	0303EE70	Dremora1CaitiffMelee1	Dremora Caitiff	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103EAAE	0303EAAE	MQ15MythicDawnPrisonerFemale	Prisoner	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0103EAAD	0303EAAD	MQ15MythicDawnPrisonerMale	Prisoner	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0103E9CA	0303E9CA	Dremora6ValkynazMelee1	Dremora Valkynaz	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103E9C8	0303E9C8	Dremora4KynmarcherMelee1	Dremora Kynmarcher	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103E9C6	0303E9C6	Dremora2KynvalMelee1	Dremora Kynval	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103E956	0303E956	RonaHassildor	Rona Hassildor	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0103E931	0303E931	Melisande	Melisande	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
0103E92F	0303E92F	BralsaAndaren	Bralsa Andaren	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
0103E92D	0303E92D	GinWulm	Gin-Wulm	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
0103E92B	0303E92B	Sinderion	Sinderion	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0103E915	0303E915	testDremoraMaleLordA	LordGenghis	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103CD2B	0303CD2B	MG07MarauderBoss	Marauder Warlord	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0103CD1B	0303CD1B	MQ15Orthe	Orthe	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103CD1A	0303CD1A	MQ15Ranyu	Ranyu	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103CD19	0303CD19	MQ15Amkaos	Amkaos	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103C97A	0303C97A	HumilisNonius	Humilis Nonius	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0103C806	0303C806	MQ15Eldamil	Eldamil	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0103C805	0303C805	MQ15Kathutet	Kathutet	DremoraRace	M	1	59,58,55	80	72,71,69	72,71,69	0
0103C2C5	0303C2C5	MS10CheydinhalHouseGuard01	Cheydinhal Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0103C165	0303C165	ToothintheSea	Tooth-in-the-Sea	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
0103C15F	0303C15F	Alawen	Alawen	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
0103E29B	0303E29B	MQ15MythicDawnLowM01	Ascended Immortal	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0103E0DF	0303E0DF	Clesa	Clesa	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
0103E0DE	0303E0DE	Ernest	Ernest	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
01035FE1	03035FE1	MarauderBossFemale2	Marauder Warlord	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01035FE0	03035FE0	MarauderBossFemale1	Marauder Warlord	NordRace	F	24	230,155,134	80	209,149,132	209,149,132	0
01035FDF	03035FDF	MarauderBossMale2	Marauder Warlord	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01035FDE	03035FDE	MarauderBossMale1	Marauder Warlord	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
01035FDD	03035FDD	MarauderMageFemale2	Marauder Battlemage	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01035FDC	03035FDC	MarauderMageFemale3B	Marauder Battlemage	HighElfRace	F	24	208,176,73	80	191,166,83	191,166,83	0
01035FD9	03035FD9	MarauderMageMale4A	Marauder Battlemage	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01035FD6	03035FD6	MarauderMageMale3A	Marauder Battlemage	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
01035FD5	03035FD5	MarauderMissileMale2	Marauder Archer	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
01035FD4	03035FD4	MarauderMissileMale3B	Marauder Archer	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
01035FD3	03035FD3	MarauderMissileFemale4A	Marauder Archer	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
01035FD2	03035FD2	MarauderMissileFemale3A	Marauder Archer	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
0103DC64	0303DC64	MarauderMeleeFemale3A	Marauder	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
