SOURCE_FORMID	PATCH_FORMID	EDITORID	NAME	LIST	OUTFIT
0103AB4E	0303AB4E	DavelaHlaren	Davela Hlaren	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0103AB78	0303AB78	TestBoundBuff	Uses Bound	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0103AB7C	0303AB7C	TestSummonBuff	Uses Summon	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0103B3D4	0303B3D4	MaelonaGuard	Maelona	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
0103C15F	0303C15F	Alawen	Alawen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0103DB31	0303DB31	BanditMeleeFemale4A	Bandit	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0103DB33	0303DB33	BanditMeleeFemale2	Bandit	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0103DB34	0303DB34	BanditMeleeFemale3A	Bandit	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0103DB35	0303DB35	BanditMeleeFemale3B	Bandit	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0103DC27	0303DC27	BanditBossFemale1	Bandit Ringleader	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0103DC28	0303DC28	BanditBossFemale2	Bandit Ringleader	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0103DC29	0303DC29	BanditBossFemale3	Bandit Ringleader	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0103DC42	0303DC42	BanditMissileFemale4A	Bandit Bowman	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0103DC43	0303DC43	BanditMissileFemale2	Bandit Bowman	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0103DC44	0303DC44	BanditMissileFemale3B	Bandit Bowman	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0103DC45	0303DC45	BanditMissileFemale3A	Bandit Bowman	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0103DC57	0303DC57	BanditWizardFemale3A	Bandit Hedge Wizard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0103DC58	0303DC58	BanditWizardFemale4A	Bandit Hedge Wizard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0103DC61	0303DC61	MarauderMeleeFemale3B	Marauder	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0103DC62	0303DC62	MarauderMeleeFemale2	Marauder	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0103DC63	0303DC63	MarauderMeleeFemale4A	Marauder	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
0103DC64	0303DC64	MarauderMeleeFemale3A	Marauder	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0103E0DF	0303E0DF	Clesa	Clesa	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0103E183	0303E183	Elsynia	Elsynia	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0103E188	0303E188	Karinnarre	Karinnarre	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_01
0103E193	0303E193	Eyja	Eyja	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0103E92F	0303E92F	BralsaAndaren	Bralsa Andaren	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0103E931	0303E931	Melisande	Melisande	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
0103E956	0303E956	RonaHassildor	Rona Hassildor	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0103EAAE	0303EAAE	MQ15MythicDawnPrisonerFemale	Prisoner	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0103FB83	0303FB83	MG07MarauderMissileFemale1	Marauder Archer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0103FB85	0303FB85	MG07MarauderMageFemale1	Marauder Battlemage	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0104118F	0304118F	SEZealotBoss1HighElfFemale	Zealot Neophyte	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01041190	03041190	SEZealotBoss2HighElfFemale	Zealot Missionary	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01041191	03041191	SEZealotBoss3BretonFemale	Zealot Proselytizer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01041192	03041192	SEZealotBoss4HighElfFemale	Zealot Matriarch	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01041193	03041193	SEZealotBoss5BretonFemale	Ascended Zealot	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01041199	03041199	SEZealot1HighElfFemale	Zealot Neophyte	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0104119A	0304119A	SEZealot2HighElfFemale	Zealot Missionary	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0104119B	0304119B	SEZealot3HighElfFemale	Zealot Prosleytizer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0104119C	0304119C	SEZealot4HighElfFemale	Zealot Matriarch	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0104119D	0304119D	SEZealot5HighElfFemale	Ascended Zealot	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
010411F3	030411F3	SEThaedil	Thaedil	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01041273	03041273	SEHeretic1BretonFemale	Heretic Novitiate	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01041274	03041274	SEHeretic2BretonFemale	Heretic Soldier	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01041275	03041275	SEHeretic3BretonFemale	Heretic Crusader	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01041277	03041277	SEHeretic5BretonFemale	Transformed Heretic	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0104150F	0304150F	SEDarkSeducerFemaleBoss	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01041510	03041510	SEGoldenSaintFemaleBoss	Golden Saint	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01041511	03041511	SEDarkSeducerFemaleMage	Dark Seducer Mage	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01041512	03041512	SEGoldenSaintFemaleMage	Golden Saint Mage	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01043824	03043824	SE09Victim01	Victim	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01043F17	03043F17	SE06DarkSeducerMeleeAttackRoomA01	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01044044	03044044	SE09ExperimentCorpse01	Test Subject	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0104412A	0304412A	SE06DarkSeducerUlfriBodyguard02	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01045631	03045631	SE14Dancer1	Dancer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01045762	03045762	SEDarkSeducerGuardPost	Dark Seducer Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
010457D9	030457D9	SEGoldenSaintGuardPost	Golden Saint Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
0104593F	0304593F	SEGoldenSaintGuardWildernessOfficer	Golden Saint Aurgezel	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01045946	03045946	SEGoldenSaintGuardWilderness1	Golden Saint Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
010459A8	030459A8	SESummonGoldenSaintFemale	Golden Saint	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
010459A9	030459A9	SESummonDarkSeducerFemale	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
010459C0	030459C0	SEDarkSeducerGuardWildernessOfficer	Dark Seducer Kiskedrig	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
010459C1	030459C1	SEDarkSeducerGuardWilderness1	Dark Seducer Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0104679E	0304679E	SEDarkSeducerGuardPatrolDay	Dark Seducer Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0104679F	0304679F	SEGoldenSaintGuardPatrol3	Golden Saint Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
010467A0	030467A0	SEGoldenSaintGuardPatrolNight	Golden Saint Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
010467A3	030467A3	SEGoldenSaintGuardPatrolDay	Golden Saint Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
010467CE	030467CE	SEDarkSeducerGuardPatrolNight	Dark Seducer Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01046830	03046830	SE14GSFemaleMelee	Golden Saint	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01046836	03046836	SE14DSFemaleMelee	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01047720	03047720	ViniciaMelissaeia	Vinicia Melissaeia	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
010477DB	030477DB	BronsilaKvinchal	Bronsila Kvinchal	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
010479F7	030479F7	Atahba	Atahba	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01048962	03048962	DarkFirstMate	First Mate Malvulis	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01049197	03049197	MG13Vampire04Warrior	Bloodcrust Vampire	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0104A866	0304A866	SE13GoldenSaintDead	Golden Saint	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0104A86F	0304A86F	SEGoldenSaintGuardPalacePatrol1	Golden Saint Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0104A871	0304A871	SEDarkSeducerGuardPalacePatrol1	Dark Seducer Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0104B76F	0304B76F	TG06PaleLadyVampire	Pale Lady	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0104B92B	0304B92B	ConjurerFemaleBreton3	Conjurer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0104B92C	0304B92C	ConjurerFemaleHighElf2	Conjurer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0104B92D	0304B92D	ConjurerFemaleHighElf4	Conjurer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0104B92E	0304B92E	ConjurerFemaleHighElf3	Conjurer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0104B939	0304B939	NecromancerFemaleBreton4	Necromancer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0104B93A	0304B93A	NecromancerFemaleBreton2	Necromancer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
0104B93B	0304B93B	NecromancerFemaleHighElf4	Necromancer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0104B93C	0304B93C	NecromancerFemaleHighElf3	Necromancer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0104B940	0304B940	ConjurerBossFemaleBreton	Conjurer Adept	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0104B941	0304B941	ConjurerBossFemaleHighElf	Conjurer Adept	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0104B945	0304B945	NecromancerBossFemaleHighElf	Necromancer Adept	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0104B946	0304B946	NecromancerBossFemaleBreton	Necromancer Adept	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
0104BD31	0304BD31	SE14Healer1	Court Healer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0104D83C	0304D83C	Nardhil	Nardhil	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0104DAEE	0304DAEE	SE05SummonedSeducer2	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0104DAF3	0304DAF3	SE05SummonedSeducer3	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0104DAF7	0304DAF7	SE05SummonedSeducer4	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0104E887	0304E887	MivrynaArano	Mivryna Arano	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0104F77D	0304F77D	JanoniaAurunceia	Janonia Aurunceia	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01050C87	03050C87	SE32genericDefender02	Vitharn Ghost Soldier	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01050C8E	03050C8E	SE32genericDefenderMissile02	Vitharn Ghost Archer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01050C8F	03050C8F	SE32genericDefenderMissile03	Vitharn Ghost Archer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
010514C6	030514C6	Smirra	S'mirra	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01051EE3	03051EE3	DAMephalaVoice	Mephala's Voice for Recording	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0105282E	0305282E	SEHeretic1HighElfFemale	Heretic Novitiate	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01052830	03052830	SEHeretic2HighElfFemale	Heretic Soldier	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01052832	03052832	SEHeretic3HighElfFemale	Heretic Crusader	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01052834	03052834	SEHeretic4HighElfFemale	Heretic Warpriest	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01052835	03052835	SEHeretic4BretonFemale	Heretic Warpriest	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01052838	03052838	SEHeretic5HighElfFemale	Transformed Heretic	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0105283F	0305283F	SEZealotBoss1BretonFemale	Zealot Neophyte	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01052840	03052840	SEZealotBoss2BretonFemale	Zealot Missionary	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01052841	03052841	SEZealotBoss3HighElfFemale	Zealot Proselytizer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01052842	03052842	SEZealotBoss4BretonFemale	Zealot Matriarch	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01052843	03052843	SEZealotBoss5HighElfFemale	Ascended Zealot	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01052844	03052844	SEZealot1BretonFemale	Zealot Neophyte	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01052846	03052846	SEZealot2BretonFemale	Zealot Missionary	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01052848	03052848	SEZealot3BretonFemale	Zealot Prosleytizer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0105284A	0305284A	SEZealot4BretonFemale	Zealot Matriarch	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
0105284C	0305284C	SEZealot5BretonFemale	Ascended Zealot	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01052F70	03052F70	SE32Reveler02	Vitharn Ghost Reveler	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01052F72	03052F72	SE32Reveler04	Vitharn Ghost Reveler	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01052F74	03052F74	SE32Reveler06	Vitharn Reveler	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01052F90	03052F90	SE07ADarkSeducerEliteQuartersGuard01	Dark Seducer Royal Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01052F92	03052F92	SE07ADarkSeducerEliteQuartersGuard02	Dark Seducer Royal Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01053095	03053095	SE07ADarkSeducerEliteChambersGuard02	Dark Seducer Royal Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01053096	03053096	SE07ADarkSeducerEliteChambersGuard01	Dark Seducer Royal Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0105383F	0305383F	ArnoraCorpse	Arnora	BRUMA_OUTFITS_TO_CHOOSE	00SI_Bruma_OutfitBase_01
01054971	03054971	SE06GoldenSaint02	Golden Saint	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01054979	03054979	SE06GoldenSaint03	Golden Saint	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0105497A	0305497A	SE06GoldenSaint04	Golden Saint	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0105497E	0305497E	SE06GoldenSaint05	Golden Saint	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0105497F	0305497F	SE06DarkSeducerMeleeAttackRoomA02	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01054980	03054980	SE06DarkSeducerMeleeAttackRoomA03	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01054981	03054981	SE06DarkSeducerMissileHoldPosition01	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01054982	03054982	SE06DarkSeducerMissileHoldPosition03	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01054983	03054983	SE06DarkSeducerMissileHoldPosition04	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01054984	03054984	SE06DarkSeducerMissileHoldPosition05	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01054B41	03054B41	SE09Victim04	Victim	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01055007	03055007	SEBreakneckNovitiate	Heretic Novitiate	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01055125	03055125	SE07XirethardDarkSeducerPatrol02	Dark Seducer Archer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
01055126	03055126	SE07XirethardDarkSeducerPatrol01	Dark Seducer Mage	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01055127	03055127	SE07XirethardDarkSeducerPatrol03	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01055139	03055139	SE07XirethardDarkSeducerPatrol04	Dark Seducer Archer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0105530E	0305530E	TestTrapVictimHigh	LCD	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0105530F	0305530F	TestTrapVictimLow	LCD	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0105544F	0305544F	SERottenDenZealotBoss2TEMPLATE	Zealot Neophyte	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01055877	03055877	SE07ASESylDouble	Syl	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01055FED	03055FED	SE06GoldenSaintVictory	Golden Saint	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01055FEE	03055FEE	SE06DarkSeducerVictory	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
0105602E	0305602E	SE07BGoldenSaintPrivateQuartersGuard01	Golden Saint Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01056039	03056039	SE07BGoldenSaintGardenGuard	Golden Saint Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0105609D	0305609D	SE32Worshipper02	Vitharn Ghost Citizen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
010560D5	030560D5	SE32Worshipper01	Vitharn Ghost Citizen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
010579C4	030579C4	DAMeridiaVoice		OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01059B4B	03059B4B	SE07Xirethard01DarkSeducerPatrol01a	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01059B4C	03059B4C	SE07Xirethard01DarkSeducerPatrol01b	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01059B53	03059B53	SE07Xirethard01DarkSeducerDoorGuard01	Dark Seducer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01059D2F	03059D2F	Astante	Astante	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0105D516	0305D516	NorasaAdus	Norasa Adus	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
0105D547	0305D547	JavoliaMaborel	Javolia Maborel	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
0105DC98	0305DC98	DANamiraForgotten1a	Forgotten One	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
0105DC9C	0305DC9C	DANamiraForgotten2a	Forgotten One	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0105DCA1	0305DCA1	DANamiraForgotten3b	Forgotten One	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
0105DCA4	0305DCA4	DANamiraForgotten4a	Forgotten One	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0105FA44	0305FA44	SEDredhwenOrdered	Dredhwen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
0105FA48	0305FA48	SENanetteDonOrdered	Nanette Don	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
010607E1	030607E1	SE14Juggler	Juggler	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01061BD7	03061BD7	SEGoldenSaintGuardTEST1	Golden Saint Guard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01062D0F	03062D0F	SE32Citizen03	Vitharn Ghost Citizen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01062D10	03062D10	SE32Citizen01	Vitharn Ghost Citizen	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
0106374A	0306374A	SE14GSEscort	Golden Saint Escort	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
010637AD	030637AD	SE14DSEscort	Dark Seducer Escort	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01067417	03067417	Skasha	S'kasha	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_01
01068459	03068459	RestitaStatlilia	Restita Statlilia	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01069AD2	03069AD2	BanditMissileFemale4B	Bandit Bowman	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01069AD5	03069AD5	BanditMeleeFemale4B	Bandit	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
01069AD6	03069AD6	MarauderMageFemale4B	Marauder Battlemage	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01069AD7	03069AD7	MarauderMeleeFemale4B	Marauder	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01069ADB	03069ADB	ConjurerFemaleBreton4	Conjurer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01069ADC	03069ADC	NecromancerFemaleBreton3	Necromancer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01069ADF	03069ADF	VampireAcrobat4	Vampire Acrobat	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01069AE1	03069AE1	VampireAgent4	Vampire Agent	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01069AE2	03069AE2	VampireArcher3	Vampire Archer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01069AE5	03069AE5	VampireAssassin4	Vampire Assassin	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01069AE6	03069AE6	VampireBarbarian3	Vampire Barbarian	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01069AE9	03069AE9	VampireBard4	Vampire Bard	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01069AEA	03069AEA	VampireBattlemage3	Vampire Battlemage	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01069AEC	03069AEC	VampireCrusader3	Vampire Crusader	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01069AEF	03069AEF	VampireHealer4	Vampire Sorcerer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01069AF0	03069AF0	VampireKnight3	Vampire Knight	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01069AF2	03069AF2	VampireMage3	Vampire Mage	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_05
01069AF5	03069AF5	VampireMonk4	Vampire Monk	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01069AF7	03069AF7	VampireNightblade4	Vampire Nightblade	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_08
01069AF9	03069AF9	VampirePilgrim4	Vampire Pilgrim	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_03
01069AFA	03069AFA	VampireRogue3	Vampire Rogue	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
01069AFC	03069AFC	VampireScout3	Vampire Scout	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
01069AFE	03069AFE	VampireSorcerer3	Vampire Sorcerer	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
01069B00	03069B00	VampireSpellsword3	Vampire Spellsword	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_02
01069B03	03069B03	VampireThief4	Vampire Thief	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01069B04	03069B04	VampireWarrior3	Vampire Warrior	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_04
01069B07	03069B07	VampireWitchhunter4	Vampire Witchhunter	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_06
0106A830	0306A830	MGMageScholar3	Mage Scholar	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
0106A833	0306A833	MGMageApprentice	Mage Apprentice	OUTFITS_TO_CHOOSE	00SI_Tamriel_OutfitBase_07
