SOURCE_FORMID	PATCH_FORMID	EDITORID	NAME	RACE	SEX	TINI	TINC	TINV	QNAM_WAS	QNAM_NOW	MAX_DELTA_255
0208A71C	0408A71C	ANQTRBQwazaniTribeswoman03	Q'wazani Tribeswoman	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02015DFB	04015DFB	ANQRenrijraKrinRunner05	Renrijra Krin Runner	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02015ECB	04015ECB	ANQCORJinsiraga	Jinsiraga	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0200E3D4	0400E3D4	ANQORCMogadraGuush	Moga dra-Guush	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
0200E3D6	0400E3D6	ANQORCAbgoldroLadug	Abgol dro-Ladug	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
020193C0	040193C0	ANQCORNahdvirr	Nahdvirr	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0200E33D	0400E33D	ANQORCJNagasar	J'Nagasar	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02019583	04019583	ANQCORFloressaDeMoer	Floressa de Moer	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
020028E0	040028E0	ANQALBAyishak	Ayishak	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0201A186	0401A186	ANQCORGhostTsanja	Ghost of Tsanja	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02078252	04078252	ANQHG03Mnalawa	Mnalawa	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0201B7CF	0401B7CF	ANQCORSdarasgari	S'darasgari	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0201B7D4	0401B7D4	ANQCORZeedEi	Zeed-Ei	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
020247DD	040247DD	ANQCOREvadeMoer	Eva de Moer	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
02033CAC	04033CAC	ANQCORAdrenSovalu	Adren Sovalu	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
02033CAF	04033CAF	ANQCORLlaveraSovalu	Llavera Sovalu	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
0201F4BB	0401F4BB	ANQCORRaWafirr	Ra'Wafirr	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
02020370	04020370	ANQCORJaRisha	Ja'Risha	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020247E6	040247E6	ANQCORHzahbi	Hzahbi	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02020450	04020450	ANQCORIulusTarpenius	Iulus Tarpenius	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0202219D	0402219D	ANQCORAzhaba	Azhaba	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020218FB	040218FB	ANQCORShavaRotTooth	Shava Rot-Tooth	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
020218FE	040218FE	ANQCORCaecaRatTongue	Caeca Rat-Tongue	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02021902	04021902	ANQCORScabSkinHaraj	Scab-skin Haraj	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02022EB0	04022EB0	ANQCORCorintheGuardPatrolDay01	Corinthe Guard	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02022EB4	04022EB4	ANQCORCorintheGuardPatrolNight01	Corinthe Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0202219F	0402219F	ANQCORNarinaPortius	Narina Portius	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020221A1	040221A1	ANQCORHagulDroMagrush	Hagul dro-Magrush	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
020221A3	040221A3	ANQCORWilrick	Wilrick	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
020231D6	040231D6	ANQCOROgradroBadrak	Ogra dro-Badrak	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
02023220	04023220	ANQCORDjari	D'jari	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0203685B	0403685B	ANQCORSlaveJsaddha	J'Saddha	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
02037289	04037289	ANQCORSlaveKhamuzi	Khamuzi	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0203728B	0403728B	ANQCORSlaveAffri	Affri	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
0203728E	0403728E	ANQCORSlaveSholani	Sholani	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02037291	04037291	ANQCORSlaveRivassa	Ri'Vassa	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
02037294	04037294	ANQCORTsambadi	Lampkeeper Tsambadi	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0202E52F	0402E52F	ANQCORJolana	Jolana	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
02037DDC	04037DDC	ANQCORLadon	Ladon	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
0200F482	0400F482	ANQImperialLegionRiderDarkarn	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02038DB7	04038DB7	ANQBRKImperialLegionSoldierInnDarkarn	Imperial Legion Soldier	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0200F48F	0400F48F	ANQCaravanMerchant1	Caravan Merchant	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0200F497	0400F497	ANQCaravanMerchant2	Caravan Merchant	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0200F4A1	0400F4A1	ANQCaravanMerchant3	Caravan Merchant	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
0203C8A9	0403C8A9	ANQCORVrydgartheBrazen	Vrydgar the Brazen	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0203C8B7	0403C8B7	ANQCORIngaLooseLegs	Inga Loose-Legs	NordRace	F	24	230,155,134	80	209,149,132	209,149,132	0
0200FCE0	0400FCE0	ANQORCOrcrestGuardPostDay01	Orcrest Guard	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0200FCE1	0400FCE1	ANQORCOrcrestGuardPostNight01	Orcrest Guard	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0203D349	0403D349	ANQCORMarahd	Marahd	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0203D34E	0403D34E	ANQCORSnarriva	Snarriva	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0203D354	0403D354	ANQCORDrobarzi	Drobarzi	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0200FCE4	0400FCE4	ANQORCOrcrestGuardPostDay02	Orcrest Guard	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0200FCE5	0400FCE5	ANQORCOrcrestGuardPostDay03	Orcrest Guard	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0200FCE6	0400FCE6	ANQORCOrcrestGuardPostNight02	Orcrest Guard	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
02092F29	04092F29	ANQORCAgorak	Agorak	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
0200FCE7	0400FCE7	ANQORCOrcrestGuardPostNight03	Orcrest Guard	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0201C0DF	0401C0DF	ANQRHRiverholdGuardPostDay01	Riverhold Guard	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0201C0F2	0401C0F2	ANQRHRiverholdGuardPostNight01	Riverhold Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020A7614	040A7614	ANQRMNSkeetelJei	Skeetel-Jei	ArgonianRace	M	38	101,56,33	80	106,70,51	106,70,51	0
020A88D7	040A88D7	ANQRMNLinJiao	Lin-Jiao	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020A88D8	040A88D8	ANQRMNMarette	Marette	BretonRace	F	16	220,156,109	80	201,150,112	201,150,112	0
020A88D9	040A88D9	ANQRMNGluntiusBobatus	Gluntius Bobatus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020A88DA	040A88DA	ANQRMNSanbal	Sanbal	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
020A88DB	040A88DB	ANQRMNKhanoud	Khanoud	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020A88DC	040A88DC	ANQRMNJShahb	J'Shahb	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020A88DD	040A88DD	ANQRMNHalderik	Halderik	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0200FE1E	0400FE1E	ANQTRBAzkhanWarChief	Azkhan War Chief	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020A88DF	040A88DF	ANQRMNDaxu	Daxu	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020A88E0	040A88E0	ANQRMNThedimir	Thedimir	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
0201163D	0401163D	ANQTRBAzkhanTribeswoman01	Azkhan Tribeswoman	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0201163F	0401163F	ANQTRBAzkhanTribeswoman02	Azkhan Tribeswoman	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
02011645	04011645	ANQTRBAzkhanTribeswoman03	Azkhan Tribeswoman	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02032B3F	04032B3F	ANQORCAnakgroMorok	Anak gro-Morok	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
020417AD	040417AD	ANQCORShedzana	Shedzana	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02033416	04033416	ANQORCDinhcara	Dinh'cara	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
02057F08	04057F08	ANQRHShomdroMagrok	Shom dro-Magrok	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0204388E	0404388E	ANQCORPsharAbtanjana	P'shar Abtanjana	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0203341D	0403341D	ANQORCSalaunBrigette	Salaun Brigette	BretonRace	M	2	225,161,115	80	205,154,117	205,154,117	0
0207CC8F	0407CC8F	ANQSQ07Highwayman	Highwayman	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020121D7	040121D7	ANQDUNMgada	Mgada the Wise	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0207DCEB	0407DCEB	ANQSQ08LoveMan	Love	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020AFAB6	040AFAB6	ANQRMNKhajiitBeggar01	Khajiit Beggar	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
020AFAB8	040AFAB8	ANQRMNKhajiitBeggar02	Khajiit Beggar	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
020B03F9	040B03F9	ANQRMNDancesInLight	Dances-In-Light	ArgonianRace	F	16	81,64,40	80	90,76,57	90,76,57	0
020B03FA	040B03FA	ANQRMNTanparion	Tanparion	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020B0C99	040B0C99	ANQRMNNagahni	Nagahni	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0207DCEC	0407DCEC	ANQSQ08LoveWoman	Love	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0207DCF7	0407DCF7	ANQSQ08DeadKhajiit	Dead Khajiit	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
020B4F49	040B4F49	ANQRMNMeiZhong	Mei-Zhong	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
0201EDBF	0401EDBF	ANQRHJoRasma	Jo'Rasma	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0209E326	0409E326	ANQDUNFarrus	Farrus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02034EF0	04034EF0	ANQORCMaHaffi	Ma'Haffi	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020B9091	040B9091	ANQRMNHestaScalpinius	Hesta Scalpinius	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0200FCF0	0400FCF0	ANQCORCorintheGuardPostDay01	Corinthe Guard	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
020B90B8	040B90B8	ANQRMNCardusScalpinius	Cardus Scalpinius	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02036ABD	04036ABD	ANQORCLurgogroHadagh	Lurgo gro-Hadagh	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
02036AC6	04036AC6	ANQORCTkajeja	T'kajeja	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02036ACE	04036ACE	ANQORCInyel	Inyel	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
020373B6	040373B6	ANQORCRaBandah	Ra'Bandah	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
020A5B01	040A5B01	ANQDUNOdrogil	Foreman Odrogil	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
020A5B06	040A5B06	ANQDUNTheCrone	The Crone	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020BB57E	040BB57E	ANQRMNSorosaDorvayn	Sorosa Dorvayn	DarkElfRace	F	24	84,84,78	80	92,92,87	92,92,87	0
020BB5EA	040BB5EA	ANQRMNBrathasRelvani	Brathas Relvani	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
0200FCF1	0400FCF1	ANQCORCorintheGuardPostDay02	Corinthe Guard	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020BD16E	040BD16E	ANQRMNSkoomaAddict01	Skooma Addict	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
02037CF7	04037CF7	ANQORCOyakhaSharzog	Oyakha Sharzog	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
020D3A25	040D3A25	ANQRMNTiffa	Tiffa	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
020A634F	040A634F	ANQDUNDgazahbaTribesman	Dgazahba Tribesman	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02038BFE	04038BFE	ANQORCStatillaCarauda	Statilla Carauda	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020A6C09	040A6C09	ANQDUNClayd	Clayd	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
020A6C11	040A6C11	ANQDUNLeba	Leba	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
020A9780	040A9780	ANQDUNHroaldIronArm	Hroald Iron-Arm	NordRace	M	1	235,159,140	80	213,152,137	213,152,137	0
0200FCF2	0400FCF2	ANQCORCorintheGuardPostDay03	Corinthe Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02048EC0	04048EC0	ANQCORCorinthePalaceGuardPostDay01	Corinthe Palace Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020AB2A0	040AB2A0	ANQDUNWasbhaji	Wasbhaji	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
02048EC2	04048EC2	ANQCORCorinthePalaceGuardPostDay02	Corinthe Palace Guard	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020DCB6C	040DCB6C	ANQORCKingGrogolagmuth	King Grogolagmuth	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
02080E28	04080E28	ANQSQ05Gjuna	G'juna	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020AC3AB	040AC3AB	ANQDUNBatiaArastius	Batia Arastius	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0200FCF3	0400FCF3	ANQCORCorintheGuardPostNight01	Corinthe Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02049759	04049759	ANQCORCorinthePalaceGuardPostDay03	Corinthe Palace Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0200FCF4	0400FCF4	ANQCORCorintheGuardPostNight02	Corinthe Guard	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
020DF532	040DF532	ANQ0KNGBuccioNorbanusTEMP	Buccio Norbanus	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020DF533	040DF533	ANQ0ORCYashadaTEMP	Yashada	RedguardRace	F	23	114,52,24	80	116,67,44	116,67,44	0
020DF534	040DF534	ANQ0CORPsharAbtanjanaTEMP	P'shar Abtanjana	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
02069C4B	04069C4B	ANQCORMoonPriestess01	Moon Priestess	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0200FCF5	0400FCF5	ANQCORCorintheGuardPostNight03	Corinthe Guard	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0206BD61	0406BD61	ANQRMNTonenakaMonk01	Tonenaka Monk	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
0206BD62	0406BD62	ANQRMNWuTan	Wu-Tan	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
0206BD63	0406BD63	ANQRMNTonenakaMonk02	Tonenaka Monk	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
02014F4E	04014F4E	ANQSQ05ValenwoodArcher01	Valenwood Soldier	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
020AFBDB	040AFBDB	ANQDUNDuneJailor	Dune Jailor	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0206BDBC	0406BDBC	ANQRMNKingXanu	King Xanu	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
0206F6D5	0406F6D5	ANQRMNRimmenGuardKingEscort	King's Bodyguard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0206F6FC	0406F6FC	ANQRMNRimmenGuardPostDay05	Rimmen Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0206F6FD	0406F6FD	ANQRMNRimmenGuardPostNight05	Rimmen Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02070833	04070833	ANQRMNSkoomaAddictCrazed01	Crazed Skooma Addict	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
02014F51	04014F51	ANQSQ05ValenwoodArcher02	Valenwood Soldier	WoodElfRace	F	24	194,131,97	80	180,130,103	180,130,103	0
0207720E	0407720E	ANQRMNTsunChi	Tsun-Chi	RedguardRace	M	1	119,56,30	80	120,70,49	120,70,49	0
020B0CCC	040B0CCC	ANQDUNMarvysDralor	Marvys Dralor	DarkElfRace	M	1	89,88,83	80	96,95,91	96,95,91	0
020B1FA8	040B1FA8	ANQDUNNightWatchman	Night Watchman	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02014F53	04014F53	ANQSQ05ValenwoodCaptain01	Valenwood Captain	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
020105AB	040105AB	ANQDUNDuneGuardPostDay01	Dune Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0207E3E4	0407E3E4	ANQRMNIlengar	Ilengar	HighElfRace	M	1	213,180,78	80	195,169,87	195,169,87	0
0207E3E7	0407E3E7	ANQRMNRishaya	Rishaya	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0207E3E8	0407E3E8	ANQRMNJShambar	J'Shambar	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02014F56	04014F56	ANQSQ05ValenwoodSoldier01	Valenwood Soldier	WoodElfRace	M	1	199,135,102	80	184,133,107	184,133,107	0
020105AC	040105AC	ANQDUNDuneGuardPostNight01	Dune Guard	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
020913BF	040913BF	ANQRMNChibilha	Chibilha	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020105EC	040105EC	ANQDUNDuneGuardPostDay02	Dune Guard	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
020913C8	040913C8	ANQRMNBossMaTombosi	Boss Ma'Tombosi	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
02092F9F	04092F9F	ANQRMNGhakgroShub	Ghak gro-Shub	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0203C923	0403C923	ANQORCHidrak	Hidrak the Witch	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
0201664F	0401664F	ANQSQ02GrauushBonekeeper	Gra-uush Bonekeeper	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
020105ED	040105ED	ANQDUNDuneGuardPostNight02	Dune Guard	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
020826C8	040826C8	ANQSQ06OrcPilgrim01	Orc Pilgrim	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
0209B94A	0409B94A	ANQRMNSkoomaAddict02	Skooma Addict	KhajiitRace	M	1	189,124,58	80	176,124,71	176,124,71	0
0209B94E	0409B94E	ANQRMNSkoomaAddict03	Skooma Addict	KhajiitRace	F	4	184,131,76	80	172,130,86	172,130,86	0
0209B952	0409B952	ANQRMNSkoomaAddict04	Skooma Addict	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0209B953	0409B953	ANQRMNSkoomaAddict05	Skooma Addict	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0209B954	0409B954	ANQRMNSkoomaAddict06	Skooma Addict	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0209B955	0409B955	ANQRMNSkoomaAddict07	Skooma Addict	ImperialRace	M	1	187,117,75	80	175,119,85	175,119,85	0
0209B956	0409B956	ANQRMNSkoomaAddict08	Skooma Addict	ImperialRace	F	13	182,112,70	80	171,115,81	171,115,81	0
0203C931	0403C931	ANQORCGarlag	Garlag the Witch	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
020826CB	040826CB	ANQSQ06OrcPilgrim02	Orc Pilgrim	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
020826CD	040826CD	ANQSQ06OrcPilgrim03	Orc Pilgrim	OrcRace	F	13	100,108,44	80	105,111,60	105,111,60	0
020826D2	040826D2	ANQSQ06OrcPilgrim04	Orc Pilgrim	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
02083F58	04083F58	ANQSQ02BhorlarzgroYambak	Bhorlarz gro-Yambak	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
020166C5	040166C5	ANQSQ09MadukLairBandit01	Bandit	OrcRace	M	1	103,111,45	80	107,114,61	107,114,61	0
